"RouteUID","RouteID","RouteName","SubRouteUID","SubRouteID","SubRouteName","Direction","geometry"
"KEE0211","0211","201","KEE021101","021101","201",0,"LINESTRING(121.77857 25.1364,121.77875 25.13674,121.77921 25.13644,121.77994 25.13586,121.78001 25.1358,121.78001 25.1358,121.78078 25.13522,121.78094 25.13509,121.78096 25.13507,121.78112 25.135,121.78121 25.13495,121.7813 25.13494,121.78153 25.13493,121.78229 25.13502,121.78243 25.13504,121.78243 25.13504,121.7828 25.13507,121.78273 25.13477,121.78258 25.13417,121.78241 25.1333,121.78237 25.13307,121.78237 25.13307,121.78228 25.1325,121.7822 25.1321,121.7822 25.13207,121.78219 25.13207,121.78214 25.1319,121.78203 25.13169,121.78201 25.13165,121.78194 25.13156,121.78193 25.13155,121.78165 25.13128,121.78139 25.13102,121.78125 25.13089,121.78119 25.13083,121.78112 25.13075,121.78111 25.13074,121.78104 25.13063,121.78103 25.13059,121.781 25.13051,121.78098 25.13042,121.78096 25.13033,121.78096 25.13033,121.78094 25.13023,121.78088 25.12995,121.78083 25.12937,121.78073 25.12906,121.78059 25.12874,121.78051 25.12852,121.78049 25.12847,121.78043 25.12848,121.78023 25.12848,121.7802 25.12848,121.77988 25.1285,121.7796 25.12851,121.7795 25.12852,121.7795 25.12852,121.77924 25.12855,121.77902 25.12856,121.77893 25.12855,121.77885 25.12854,121.77879 25.12852,121.77877 25.12851,121.77873 25.12849,121.7787 25.12847,121.77867 25.12845,121.77862 25.12841,121.77858 25.12837,121.77854 25.12832,121.77847 25.12826,121.77841 25.12822,121.77832 25.12816,121.77826 25.12813,121.77822 25.12812,121.77816 25.1281,121.77812 25.12809,121.77802 25.12807,121.77787 25.12805,121.77773 25.12804,121.77763 25.12804,121.77761 25.12804,121.77753 25.12804,121.77747 25.12804,121.77742 25.12805,121.77726 25.12809,121.77709 25.12814,121.77699 25.12817,121.77663 25.12823,121.77652 25.12825,121.77612 25.12827,121.77612 25.12827,121.77608 25.12827,121.77588 25.12828,121.77554 25.1283,121.77541 25.1283,121.77529 25.12828,121.77528 25.12828,121.77514 25.12823,121.77494 25.12814,121.77475 25.12806,121.77474 25.12806,121.77463 25.12801,121.77453 25.12798,121.7744 25.12798,121.77428 25.128,121.77418 25.12802,121.77403 25.12809,121.77397 25.12814,121.77388 25.12822,121.77352 25.12859,121.77346 25.12865,121.77335 25.12875,121.7732 25.12887,121.7732 25.12887,121.77288 25.12914,121.77279 25.12918,121.77263 25.12928,121.77258 25.1293,121.77249 25.12934,121.77233 25.12939,121.77228 25.12941,121.77212 25.12942,121.77194 25.12943,121.77169 25.12941,121.7713 25.12937,121.77121 25.12936,121.77106 25.12935,121.77102 25.12934,121.77095 25.12933,121.77082 25.1293,121.77081 25.12929,121.77074 25.12923,121.77071 25.1292,121.77069 25.12919,121.77063 25.12913,121.7706 25.1291,121.77053 25.12904,121.77051 25.12903,121.77048 25.12901,121.77048 25.129,121.77044 25.12898,121.77038 25.12896,121.7703 25.12895,121.77023 25.12895,121.76998 25.12896,121.76996 25.12895,121.76993 25.12895,121.76989 25.12894,121.76977 25.12885,121.76968 25.12878,121.7696 25.12871,121.76955 25.12868,121.76941 25.12857,121.76935 25.12855,121.76933 25.12854,121.76925 25.12849,121.76919 25.12845,121.76909 25.12838,121.76886 25.12822,121.76882 25.1282,121.76865 25.12811,121.7685 25.12804,121.76835 25.12799,121.76817 25.12793,121.76808 25.1279,121.76808 25.1279,121.76799 25.12787,121.76782 25.12778,121.76729 25.12752,121.76716 25.1275,121.76713 25.1275,121.76686 25.12748,121.7666 25.12746,121.7664 25.12745,121.7661 25.12745,121.76606 25.12745,121.766 25.12746,121.76582 25.12751,121.76568 25.12759,121.76557 25.12765,121.76541 25.12774,121.7654 25.12774,121.76533 25.1278,121.76527 25.12783,121.76517 25.12789,121.76517 25.1279,121.76511 25.12793,121.76497 25.128,121.76484 25.12807,121.76476 25.12811,121.7647 25.12813,121.76462 25.12816,121.76455 25.12818,121.76448 25.1282,121.76439 25.12823,121.76424 25.12825,121.76424 25.12825,121.76417 25.12826,121.76414 25.12826,121.76394 25.12828,121.76385 25.12828,121.76373 25.12827,121.76362 25.12826,121.7635 25.12824,121.76332 25.12821,121.76321 25.12818,121.7632 25.12818,121.7632 25.12818,121.76295 25.12812,121.76251 25.12803,121.76244 25.12802,121.76237 25.12802,121.76233 25.12802,121.76229 25.12802,121.76225 25.12803,121.76222 25.12804,121.76219 25.12804,121.76216 25.12806,121.76213 25.12807,121.76209 25.12809,121.76202 25.12815,121.76194 25.12822,121.76156 25.12855,121.7615 25.1286,121.76145 25.12863,121.7614 25.12866,121.76134 25.12869,121.76123 25.12869,121.76119 25.12869,121.76114 25.12869,121.76104 25.12868,121.76104 25.12868,121.76103 25.12868,121.76088 25.12867,121.76068 25.12865,121.76034 25.12863,121.76021 25.12862,121.75954 25.12855,121.75933 25.12853,121.75889 25.12853,121.75889 25.12853,121.75868 25.12853,121.75836 25.12852,121.75815 25.12851,121.75789 25.12851,121.75774 25.12851,121.75763 25.1285,121.75702 25.12849,121.75671 25.12849,121.7565 25.12849,121.75616 25.1285,121.75588 25.12849,121.75579 25.12848,121.75579 25.12848,121.7555 25.12846,121.75529 25.12845,121.75445 25.12836,121.75364 25.12833,121.7532 25.12835,121.75305 25.12836,121.75275 25.12841,121.75254 25.12843,121.75254 25.12843,121.75229 25.12846,121.75186 25.1285,121.75143 25.12854,121.75123 25.12855,121.75103 25.12857,121.751 25.12857,121.75071 25.1286,121.75071 25.1286,121.75043 25.12863,121.7493 25.12871,121.74782 25.12886,121.7477 25.12893,121.7477 25.12893,121.74763 25.12897,121.74746 25.12907,121.74729 25.12916,121.74712 25.12926,121.74638 25.12969,121.74635 25.12971,121.74618 25.1298,121.746180 25.129800,121.745500 25.130170,121.744300 25.130850,121.743980 25.130470,121.743850 25.130250,121.743490 25.129720,121.743410 25.129600,121.743290 25.129660,121.743120 25.129750,121.74312 25.12975,121.74274 25.12995,121.74265 25.13,121.74231 25.13021,121.7422 25.13028,121.74209 25.13035,121.74171 25.13055,121.7414 25.13073,121.74122 25.13083,121.74099 25.13097,121.74087 25.13104,121.7407 25.13113,121.74049 25.13124,121.74039 25.13129,121.74025 25.13136,121.74022 25.13138,121.74016 25.13141,121.74011 25.13144,121.74007 25.13148,121.74005 25.1315,121.74004 25.13152,121.74004 25.13154,121.7399 25.13164,121.7399 25.13181,121.73988 25.13187,121.73981 25.13234,121.73982 25.13251,121.73986 25.1326,121.73997 25.13254,121.74027 25.13236,121.74027 25.13236,121.73997 25.13254,121.73986 25.1326,121.73982 25.13251,121.73981 25.13234,121.73988 25.13187,121.7399 25.13181,121.7399 25.13164,121.7399 25.13156,121.73991 25.13153,121.73997 25.13145,121.73998 25.13144,121.74005 25.13138,121.74012 25.13134,121.74018 25.13131,121.74029 25.13123,121.74062 25.13103,121.74092 25.13085,121.74117 25.13071,121.74134 25.13061,121.74138 25.13059,121.74138 25.13059,121.74167 25.13044,121.74195 25.13026,121.74216 25.13014,121.74231 25.13021,121.7425 25.13024,121.74251 25.13024,121.74264 25.13027,121.74271 25.1303,121.74275 25.13031,121.74285 25.13038,121.74299 25.13048,121.74313 25.13068,121.74315 25.13073,121.74322 25.13085,121.74349 25.13072,121.74398 25.13047,121.74438 25.13025,121.74473 25.13005,121.7454 25.12969,121.74556 25.12961,121.74556 25.12961,121.74616 25.12931,121.74655 25.12908,121.74698 25.12883,121.74705 25.12879,121.74732 25.12864,121.74741 25.12859,121.74749 25.12855,121.7475 25.12855,121.7475 25.12855,121.74754 25.12852,121.74761 25.12849,121.74768 25.12846,121.74794 25.12841,121.74863 25.12835,121.74926 25.12825,121.75042 25.12815,121.75054 25.12814,121.75094 25.12811,121.75115 25.1281,121.75135 25.12809,121.75139 25.12809,121.75178 25.12806,121.75269 25.12799,121.75315 25.12793,121.75315 25.12793,121.75329 25.12791,121.75391 25.12788,121.75407 25.12789,121.75449 25.12792,121.75495 25.12797,121.75562 25.12804,121.75588 25.12805,121.75588 25.12805,121.75608 25.12805,121.75617 25.12806,121.75634 25.12804,121.75755 25.12796,121.75755 25.12796,121.75791 25.12793,121.75833 25.12789,121.75878 25.12787,121.75983 25.1278,121.76013 25.12778,121.76019 25.12778,121.76041 25.12778,121.76041 25.12778,121.76105 25.12776,121.76148 25.12773,121.76184 25.12772,121.76204 25.12771,121.76204 25.12771,121.76236 25.1277,121.76248 25.12769,121.76258 25.12768,121.76264 25.12768,121.76269 25.12768,121.76272 25.12768,121.76275 25.12768,121.7628 25.12769,121.7629 25.1277,121.76298 25.12772,121.76336 25.12784,121.76376 25.12797,121.76401 25.12804,121.76402 25.12804,121.76416 25.12809,121.76425 25.12811,121.76429 25.12813,121.76433 25.12816,121.76433 25.12816,121.76435 25.12817,121.76436 25.12818,121.76437 25.1282,121.76439 25.12823,121.76448 25.1282,121.76455 25.12818,121.76462 25.12816,121.7647 25.12813,121.76476 25.12811,121.76484 25.12807,121.76497 25.128,121.76511 25.12793,121.76517 25.1279,121.76517 25.12789,121.76527 25.12783,121.76533 25.1278,121.7654 25.12774,121.76541 25.12774,121.76557 25.12765,121.76568 25.12759,121.76582 25.12751,121.76585 25.1275,121.76585 25.1275,121.766 25.12746,121.76606 25.12745,121.7664 25.12745,121.7666 25.12746,121.76686 25.12748,121.76713 25.1275,121.76716 25.1275,121.76729 25.12752,121.76782 25.12778,121.76799 25.12787,121.76803 25.12788,121.76817 25.12793,121.76835 25.12799,121.7685 25.12804,121.76865 25.12811,121.76882 25.1282,121.76886 25.12822,121.76909 25.12838,121.76919 25.12845,121.76925 25.12849,121.76933 25.12854,121.76935 25.12855,121.76941 25.12857,121.76955 25.12868,121.7696 25.12871,121.76968 25.12878,121.76977 25.12885,121.76989 25.12894,121.76993 25.12895,121.76996 25.12895,121.76998 25.12896,121.77023 25.12895,121.7703 25.12895,121.77038 25.12896,121.77044 25.12898,121.77048 25.129,121.77048 25.12901,121.77051 25.12903,121.77053 25.12904,121.7706 25.1291,121.77063 25.12913,121.77069 25.12919,121.77071 25.1292,121.77074 25.12923,121.77081 25.12929,121.77082 25.1293,121.77095 25.12933,121.77102 25.12934,121.77106 25.12935,121.77121 25.12936,121.7713 25.12937,121.77169 25.12941,121.77185 25.12942,121.77185 25.12942,121.77194 25.12943,121.77212 25.12942,121.77228 25.12941,121.77233 25.12939,121.77249 25.12934,121.77258 25.1293,121.77263 25.12928,121.77279 25.12918,121.7728 25.12914,121.7728 25.12908,121.77299 25.12894,121.77299 25.12894,121.77305 25.1289,121.77332 25.12866,121.77339 25.1286,121.7734 25.12858,121.77344 25.12855,121.77364 25.12834,121.7739 25.12808,121.77405 25.12799,121.77416 25.12795,121.77433 25.12791,121.7745 25.12791,121.77465 25.12794,121.77472 25.12797,121.77472 25.12797,121.77477 25.12799,121.77478 25.12799,121.77492 25.12805,121.77503 25.1281,121.77513 25.12814,121.77526 25.12819,121.77542 25.12823,121.7757 25.12822,121.77572 25.12822,121.7759 25.12821,121.776 25.12821,121.77631 25.12819,121.7765 25.12816,121.77655 25.12815,121.77656 25.12815,121.7766 25.12814,121.77676 25.12812,121.7769 25.12808,121.77694 25.12807,121.7771 25.12803,121.77712 25.12802,121.77719 25.128,121.77729 25.12797,121.77746 25.12793,121.77764 25.12793,121.7777 25.12793,121.77773 25.12793,121.7779 25.12795,121.7781 25.12797,121.77818 25.128,121.77829 25.12804,121.77837 25.12807,121.77838 25.12808,121.77843 25.12811,121.77849 25.12815,121.77853 25.12819,121.77854 25.12819,121.77858 25.12824,121.77862 25.12828,121.77866 25.12832,121.77867 25.12833,121.77875 25.12838,121.77883 25.12844,121.77884 25.12844,121.77891 25.12847,121.77898 25.12848,121.77902 25.12848,121.77907 25.12848,121.77927 25.12847,121.77988 25.12842,121.78001 25.1284,121.78047 25.12838,121.78049 25.12847,121.78051 25.12852,121.78059 25.12874,121.78073 25.12906,121.78074 25.12908,121.78074 25.12908,121.78083 25.12937,121.78088 25.12995,121.78094 25.13023,121.78098 25.13042,121.781 25.13051,121.78103 25.13059,121.78104 25.13063,121.78111 25.13074,121.78112 25.13075,121.78119 25.13083,121.78125 25.13089,121.78139 25.13102,121.78165 25.13128,121.78193 25.13155,121.78194 25.13156,121.78196 25.13159,121.78196 25.13159,121.78201 25.13165,121.78214 25.1319,121.78219 25.13207,121.7822 25.13207,121.7822 25.1321,121.78228 25.1325,121.78237 25.13309,121.78237 25.13309,121.78241 25.1333,121.78258 25.13417,121.78263 25.13438,121.78263 25.13438,121.78273 25.13477,121.7828 25.13507,121.78229 25.13502,121.78223 25.13501,121.78223 25.13501,121.78153 25.13493,121.7813 25.13494,121.78121 25.13495,121.78112 25.135,121.78096 25.13507,121.78094 25.13509,121.78078 25.13522,121.78038 25.13552,121.78038 25.13552,121.77994 25.13586,121.77921 25.13644,121.77875 25.13674,121.77869 25.13663)"
"KEE0212","0212","202","KEE021201","021201","202",0,"LINESTRING(121.77857 25.1364,121.77875 25.13674,121.77921 25.13644,121.77994 25.13586,121.78001 25.13581,121.78001 25.13581,121.78078 25.13522,121.78094 25.13509,121.78096 25.13507,121.78112 25.135,121.78121 25.13495,121.7813 25.13494,121.78153 25.13493,121.78229 25.13502,121.78243 25.13504,121.78243 25.13504,121.7828 25.13507,121.78273 25.13477,121.78258 25.13417,121.78241 25.1333,121.78237 25.13306,121.78237 25.13306,121.78228 25.1325,121.7822 25.1321,121.7822 25.13207,121.78219 25.13207,121.78214 25.1319,121.78208 25.13178,121.78208 25.13178,121.78201 25.13165,121.78194 25.13156,121.78193 25.13155,121.78165 25.13128,121.78139 25.13102,121.78125 25.13089,121.78119 25.13083,121.78112 25.13075,121.78111 25.13074,121.78104 25.13063,121.78103 25.13059,121.781 25.13051,121.78098 25.13042,121.78096 25.13033,121.780960 25.130330,121.780880 25.129950,121.780830 25.129370,121.780730 25.129060,121.780510 25.128520,121.780490 25.128470,121.780200 25.128480,121.779495 25.128515,121.779480 25.128450,121.779480 25.128450,121.779494 25.128515,121.780490 25.128470,121.780057 25.128488,121.778850 25.128540,121.778790 25.128520,121.778730 25.128490,121.778670 25.128450,121.778470 25.128260,121.778220 25.128120,121.777870 25.128050,121.777530 25.128040,121.777090 25.128140,121.776630 25.128230,121.776120 25.128270,121.77612 25.12827,121.77608 25.12827,121.77588 25.12828,121.77554 25.1283,121.77541 25.1283,121.77529 25.12828,121.77528 25.12828,121.77514 25.12823,121.77494 25.12814,121.77475 25.12806,121.77474 25.12806,121.77463 25.12801,121.77453 25.12798,121.7744 25.12798,121.77428 25.128,121.77418 25.12802,121.77403 25.12809,121.77397 25.12814,121.77388 25.12822,121.77352 25.12859,121.77346 25.12865,121.77335 25.12875,121.77333 25.12876,121.77333 25.12876,121.77288 25.12914,121.77279 25.12918,121.77263 25.12928,121.77258 25.1293,121.77249 25.12934,121.77233 25.12939,121.77228 25.12941,121.77212 25.12942,121.77194 25.12943,121.77169 25.12941,121.7713 25.12937,121.77121 25.12936,121.77106 25.12935,121.77102 25.12934,121.77095 25.12933,121.77082 25.1293,121.77081 25.12929,121.77074 25.12923,121.77071 25.1292,121.77069 25.12919,121.77063 25.12913,121.7706 25.1291,121.77053 25.12904,121.77051 25.12903,121.77048 25.12901,121.77048 25.129,121.77044 25.12898,121.77038 25.12896,121.7703 25.12895,121.77023 25.12895,121.76998 25.12896,121.76996 25.12895,121.76993 25.12895,121.76989 25.12894,121.76977 25.12885,121.76968 25.12878,121.7696 25.12871,121.76955 25.12868,121.76941 25.12857,121.76935 25.12855,121.76933 25.12854,121.76925 25.12849,121.76919 25.12845,121.76909 25.12838,121.76886 25.12822,121.76882 25.1282,121.76865 25.12811,121.7685 25.12804,121.76835 25.12799,121.76817 25.12793,121.76808 25.1279,121.76808 25.1279,121.76799 25.12787,121.76782 25.12778,121.76729 25.12752,121.76716 25.1275,121.76713 25.1275,121.76686 25.12748,121.7666 25.12746,121.7664 25.12745,121.76612 25.12745,121.76612 25.12745,121.76606 25.12745,121.766 25.12746,121.76582 25.12751,121.76568 25.12759,121.76557 25.12765,121.76541 25.12774,121.7654 25.12774,121.76533 25.1278,121.76527 25.12783,121.76517 25.12789,121.76517 25.1279,121.76511 25.12793,121.76497 25.128,121.76484 25.12807,121.76476 25.12811,121.7647 25.12813,121.76462 25.12816,121.76455 25.12818,121.76448 25.1282,121.76439 25.12823,121.76425 25.12825,121.76425 25.12825,121.76417 25.12826,121.76414 25.12826,121.76394 25.12828,121.76385 25.12828,121.76373 25.12827,121.76362 25.12826,121.7635 25.12824,121.76332 25.12821,121.76321 25.12818,121.7632 25.12818,121.7632 25.12818,121.76295 25.12812,121.76251 25.12803,121.76244 25.12802,121.76237 25.12802,121.76233 25.12802,121.76229 25.12802,121.76225 25.12803,121.76222 25.12804,121.76219 25.12804,121.76216 25.12806,121.76213 25.12807,121.76209 25.12809,121.76202 25.12815,121.76194 25.12822,121.76156 25.12855,121.7615 25.1286,121.76145 25.12863,121.7614 25.12866,121.76134 25.12869,121.76123 25.12869,121.76119 25.12869,121.76114 25.12869,121.76104 25.12868,121.76104 25.12868,121.76103 25.12868,121.76088 25.12867,121.76068 25.12865,121.76034 25.12863,121.76021 25.12862,121.75954 25.12855,121.75933 25.12853,121.75889 25.12853,121.75889 25.12853,121.75868 25.12853,121.75836 25.12852,121.75815 25.12851,121.75789 25.12851,121.75774 25.12851,121.75763 25.1285,121.75702 25.12849,121.75671 25.12849,121.7565 25.12849,121.75616 25.1285,121.75588 25.12849,121.75579 25.12848,121.75579 25.12848,121.7555 25.12846,121.75529 25.12845,121.75445 25.12836,121.75364 25.12833,121.7532 25.12835,121.75305 25.12836,121.75275 25.12841,121.75252 25.12843,121.75252 25.12843,121.75229 25.12846,121.75186 25.1285,121.75143 25.12854,121.75123 25.12855,121.75103 25.12857,121.751 25.12857,121.75071 25.1286,121.75071 25.1286,121.75043 25.12863,121.7493 25.12871,121.74782 25.12886,121.7477 25.12893,121.7477 25.12893,121.74763 25.12897,121.74746 25.12907,121.74729 25.12916,121.74712 25.12926,121.74638 25.12969,121.74635 25.12971,121.74618 25.1298,121.746180 25.129800,121.745500 25.130170,121.744300 25.130850,121.743980 25.130470,121.743850 25.130250,121.743490 25.129720,121.743410 25.129600,121.743290 25.129660,121.743120 25.129750,121.74312 25.12975,121.74274 25.12995,121.74265 25.13,121.74231 25.13021,121.7422 25.13028,121.74209 25.13035,121.74171 25.13055,121.7414 25.13073,121.74122 25.13083,121.74099 25.13097,121.74087 25.13104,121.7407 25.13113,121.74049 25.13124,121.74039 25.13129,121.74025 25.13136,121.74022 25.13138,121.74016 25.13141,121.74011 25.13144,121.74007 25.13148,121.74005 25.1315,121.74004 25.13152,121.74004 25.13154,121.7399 25.13164,121.7399 25.13181,121.73988 25.13187,121.73981 25.13234,121.73982 25.13251,121.73986 25.1326,121.73997 25.13254,121.74027 25.13236,121.74027 25.13236,121.73997 25.13254,121.73986 25.1326,121.73982 25.13251,121.73981 25.13234,121.73988 25.13187,121.7399 25.13181,121.7399 25.13164,121.7399 25.13156,121.73991 25.13153,121.73997 25.13145,121.73998 25.13144,121.74005 25.13138,121.74012 25.13134,121.74018 25.13131,121.74029 25.13123,121.74062 25.13103,121.74092 25.13085,121.74062 25.13038,121.74036 25.12993,121.74025 25.12977,121.73995 25.1293,121.7398 25.12907,121.73967 25.1289,121.73949 25.12867,121.73944 25.12859,121.7393 25.12841,121.73921 25.12836,121.73918 25.12831,121.73926 25.12826,121.7394 25.12817,121.7396 25.12807,121.73967 25.12804,121.73995 25.12788,121.74031 25.12769,121.7407 25.12747,121.7407 25.12747,121.74076 25.12744,121.74095 25.12734,121.74108 25.12726,121.74132 25.12716,121.74154 25.12705,121.74176 25.12699,121.74186 25.12711,121.74198 25.12734,121.74219 25.1277,121.74234 25.12793,121.74239 25.12803,121.74257 25.1283,121.74279 25.12864,121.74305 25.12903,121.74311 25.1291,121.74341 25.1296,121.74349 25.12972,121.74362 25.1299,121.74385 25.13025,121.74398 25.13047,121.7441 25.13061,121.74413 25.13064,121.7443 25.13085,121.74489 25.13176,121.7452 25.13159,121.7452 25.13159,121.7453 25.13154,121.74561 25.13139,121.74599 25.13117,121.74621 25.13106,121.74632 25.131,121.74642 25.13095,121.74649 25.13091,121.74666 25.13081,121.74695 25.13065,121.747 25.13062,121.74721 25.13052,121.74728 25.13048,121.74736 25.13045,121.74743 25.13042,121.74753 25.13038,121.74755 25.13037,121.74759 25.13036,121.74763 25.13034,121.74778 25.13028,121.74787 25.13025,121.74801 25.13019,121.74801 25.13019,121.74809 25.13016,121.74827 25.13009,121.74837 25.13005,121.74843 25.13004,121.74868 25.12995,121.74869 25.12995,121.74876 25.12991,121.74879 25.1299,121.74884 25.12989,121.74888 25.12988,121.74889 25.12988,121.74895 25.12986,121.74907 25.12985,121.74934 25.1298,121.7494 25.12979,121.7498 25.12974,121.75004 25.12971,121.75057 25.12964,121.75088 25.12962,121.75088 25.12962,121.75112 25.1296,121.75168 25.12957,121.75194 25.12955,121.75206 25.12954,121.75226 25.12952,121.75237 25.12951,121.75285 25.12946,121.75294 25.12945,121.75317 25.12943,121.75334 25.12941,121.75334 25.12941,121.75341 25.12941,121.75359 25.12939,121.75385 25.12937,121.754 25.12935,121.75454 25.12929,121.75523 25.12921,121.75551 25.12918,121.75562 25.12917,121.75562 25.12917,121.75576 25.12916,121.75586 25.12915,121.75611 25.12912,121.75656 25.12906,121.75708 25.12901,121.75715 25.129,121.75757 25.12894,121.75765 25.12893,121.75768 25.12893,121.75771 25.12892,121.75775 25.12891,121.75779 25.1289,121.75781 25.12889,121.75782 25.12888,121.75783 25.12886,121.75784 25.12886,121.75784 25.12885,121.75786 25.12882,121.75789 25.12851,121.75789 25.12848,121.75789 25.12844,121.75853 25.12844,121.75869 25.12844,121.75897 25.12844,121.75937 25.12847,121.7595 25.12848,121.7595 25.12848,121.75968 25.12849,121.76019 25.12856,121.76017 25.12839,121.76018 25.12818,121.76019 25.12778,121.76041 25.12778,121.76041 25.12778,121.76105 25.12776,121.76148 25.12773,121.76184 25.12772,121.76204 25.12771,121.76204 25.12771,121.76236 25.1277,121.76248 25.12769,121.76258 25.12768,121.76264 25.12768,121.76269 25.12768,121.76272 25.12768,121.76275 25.12768,121.7628 25.12769,121.7629 25.1277,121.76298 25.12772,121.76336 25.12784,121.76376 25.12797,121.76401 25.12804,121.76402 25.12804,121.76416 25.12809,121.76425 25.12811,121.76429 25.12813,121.76433 25.12815,121.76433 25.12815,121.76433 25.12816,121.76435 25.12817,121.76436 25.12818,121.76437 25.1282,121.76439 25.12823,121.76448 25.1282,121.76455 25.12818,121.76462 25.12816,121.7647 25.12813,121.76476 25.12811,121.76484 25.12807,121.76497 25.128,121.76511 25.12793,121.76517 25.1279,121.76517 25.12789,121.76527 25.12783,121.76533 25.1278,121.7654 25.12774,121.76541 25.12774,121.76557 25.12765,121.76568 25.12759,121.76582 25.12751,121.76586 25.1275,121.76586 25.1275,121.766 25.12746,121.76606 25.12745,121.7664 25.12745,121.7666 25.12746,121.76686 25.12748,121.76713 25.1275,121.76716 25.1275,121.76729 25.12752,121.76782 25.12778,121.76799 25.12787,121.76803 25.12788,121.76817 25.12793,121.76835 25.12799,121.7685 25.12804,121.76865 25.12811,121.76882 25.1282,121.76886 25.12822,121.76909 25.12838,121.76919 25.12845,121.76925 25.12849,121.76933 25.12854,121.76935 25.12855,121.76941 25.12857,121.76955 25.12868,121.7696 25.12871,121.76968 25.12878,121.76977 25.12885,121.76989 25.12894,121.76993 25.12895,121.76996 25.12895,121.76998 25.12896,121.77023 25.12895,121.7703 25.12895,121.77038 25.12896,121.77044 25.12898,121.77048 25.129,121.77048 25.12901,121.77051 25.12903,121.77053 25.12904,121.7706 25.1291,121.77063 25.12913,121.77069 25.12919,121.77071 25.1292,121.77074 25.12923,121.77081 25.12929,121.77082 25.1293,121.77095 25.12933,121.77102 25.12934,121.77106 25.12935,121.77121 25.12936,121.7713 25.12937,121.77169 25.12941,121.77185 25.12942,121.77185 25.12942,121.77194 25.12943,121.77212 25.12942,121.77228 25.12941,121.77233 25.12939,121.77249 25.12934,121.77258 25.1293,121.77263 25.12928,121.77279 25.12918,121.7728 25.12914,121.7728 25.12908,121.77288 25.12902,121.77288 25.12902,121.77305 25.1289,121.77332 25.12866,121.77339 25.1286,121.7734 25.12858,121.77344 25.12855,121.77364 25.12834,121.7739 25.12808,121.77405 25.12799,121.77416 25.12795,121.77433 25.12791,121.7745 25.12791,121.77465 25.12794,121.77472 25.12797,121.77472 25.12797,121.77477 25.12799,121.77478 25.12799,121.77492 25.12805,121.77503 25.1281,121.77513 25.12814,121.77526 25.12819,121.77542 25.12823,121.7757 25.12822,121.77572 25.12822,121.7759 25.12821,121.776 25.12821,121.77631 25.12819,121.7765 25.12816,121.77655 25.12815,121.77656 25.12815,121.7766 25.12814,121.77676 25.12812,121.7769 25.12808,121.77694 25.12807,121.7771 25.12803,121.77712 25.12802,121.77719 25.128,121.77729 25.12797,121.77746 25.12793,121.77764 25.12793,121.7777 25.12793,121.77773 25.12793,121.7779 25.12795,121.7781 25.12797,121.77818 25.128,121.77829 25.12804,121.77837 25.12807,121.77838 25.12808,121.77843 25.12811,121.77849 25.12815,121.77853 25.12819,121.77854 25.12819,121.77858 25.12824,121.77862 25.12828,121.77866 25.12832,121.77867 25.12833,121.77875 25.12838,121.77883 25.12844,121.77884 25.12844,121.77891 25.12847,121.77898 25.12848,121.77902 25.12848,121.77907 25.12848,121.77927 25.12847,121.77988 25.12842,121.78001 25.1284,121.78001 25.1284,121.78047 25.12838,121.78049 25.12847,121.78051 25.12852,121.78059 25.12874,121.78073 25.12906,121.78083 25.12937,121.78088 25.12995,121.78094 25.13023,121.78098 25.13042,121.781 25.13051,121.78103 25.13059,121.78104 25.13063,121.78111 25.13074,121.78112 25.13075,121.78119 25.13083,121.78125 25.13089,121.78139 25.13102,121.78165 25.13128,121.78193 25.13155,121.78194 25.13156,121.78198 25.13161,121.78201 25.13165,121.78214 25.1319,121.78219 25.13207,121.7822 25.13207,121.7822 25.1321,121.78228 25.1325,121.78237 25.13307,121.78237 25.13307,121.78241 25.1333,121.78258 25.13417,121.78263 25.13438,121.78263 25.13438,121.78273 25.13477,121.7828 25.13507,121.78229 25.13502,121.78223 25.13501,121.78223 25.13501,121.78153 25.13493,121.7813 25.13494,121.78121 25.13495,121.78112 25.135,121.78096 25.13507,121.78094 25.13509,121.78078 25.13522,121.78039 25.13552,121.78039 25.13552,121.77994 25.13586,121.77921 25.13644,121.77875 25.13674,121.77869 25.13663)"
